ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId
C:\WindowsAzure\WindowsAzureNetAgent_1.0.0.143\WindowsAzureNetAgent\Plugins\VFPlugin\Code\VFPlugin.exe,SCRANTON$,2020-05-02T03:19:26.011Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1110,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.016Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x14d4,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.016Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1dac,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.018Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x478,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.019Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x504,,,,,,,,,
C:\Windows\System32\conhost.exe,SCRANTON$,2020-05-02T03:19:26.019Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1128,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.031Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x1740,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.031Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x1554,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.042Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0xab0,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.042Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xc98,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.043Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x644,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.043Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1174,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.043Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e4,0xc1c,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.043Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xba4,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.051Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e4,0x404,,,,,,,,,
C:\Windows\System32\VSSVC.exe,SCRANTON$,2020-05-02T03:19:26.059Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x74c,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.059Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x6b8,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.060Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0xa0c,,,,,,,,,
C:\Program Files\Windows Defender\MsMpEng.exe,SCRANTON$,2020-05-02T03:19:26.068Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xd50,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.069Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e4,0x764,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:19:26.070Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x700,,,,,,,,,
C:\Windows\System32\SgrmBroker.exe,SCRANTON$,2020-05-02T03:19:26.070Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x188,,,,,,,,,
C:\Windows\System32\dxgiadaptercache.exe,SCRANTON$,2020-05-02T03:19:26.070Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x22b8,,,,,,,,,
C:\Windows\System32\SearchIndexer.exe,SCRANTON$,2020-05-02T03:19:26.073Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x134c,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.073Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0x1754,,,,,,,,,
C:\Windows\System32\csrss.exe,SCRANTON$,2020-05-02T03:19:26.074Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1078,,,,,,,,,
C:\Windows\System32\svchost.exe,LOCAL SERVICE,2020-05-02T03:19:26.074Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e5,0xc54,,,,,,,,,
,SCRANTON$,2020-05-02T03:19:26.076Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd60,,0x0,,,-,,"""logman.exe"" stop GAEvents",C:\WindowsAzure\Packages\WaAppAgent.exe,0x20f0
,SCRANTON$,2020-05-02T03:19:26.077Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x20f0,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0x2018
C:\WindowsAzure\Packages\Telemetry\WindowsAzureTelemetryService.exe,SCRANTON$,2020-05-02T03:19:26.079Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xde4,,,,,,,,,
C:\Windows\System32\logman.exe,SCRANTON$,2020-05-02T03:19:26.082Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x20f0,,,,,,,,,
C:\Windows\System32\conhost.exe,SCRANTON$,2020-05-02T03:19:26.082Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x2018,,,,,,,,,
,SCRANTON$,2020-05-02T03:19:26.083Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd60,,0x0,,,-,,"""logman.exe"" stop RTEvents",C:\WindowsAzure\Packages\WaAppAgent.exe,0x226c
,SCRANTON$,2020-05-02T03:19:26.083Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x226c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0x1900
C:\Windows\System32\logman.exe,SCRANTON$,2020-05-02T03:19:27.093Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x226c,,,,,,,,,
C:\Windows\System32\conhost.exe,SCRANTON$,2020-05-02T03:19:27.094Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x1900,,,,,,,,,
,SCRANTON$,2020-05-02T03:19:27.094Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd60,,0x0,,,-,,"""logman.exe"" stop -ets WindowsAzure-GuestAgent-Diagnostic",C:\WindowsAzure\Packages\WaAppAgent.exe,0xe34
,SCRANTON$,2020-05-02T03:19:27.094Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xe34,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0xbe8
C:\Windows\System32\logman.exe,SCRANTON$,2020-05-02T03:19:27.100Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xe34,,,,,,,,,
C:\Windows\System32\conhost.exe,SCRANTON$,2020-05-02T03:19:27.100Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xbe8,,,,,,,,,
,-,2020-05-02T03:19:27.100Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x4,,0x0,,,-,,,,0x58
,-,2020-05-02T03:19:27.101Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x4,,0x0,,,-,,,,0x198
,-,2020-05-02T03:19:27.102Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x198,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x1bc
,-,2020-05-02T03:19:27.102Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x198,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x208
,-,2020-05-02T03:19:27.103Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x208,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x214
,-,2020-05-02T03:19:27.112Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x198,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x254
,-,2020-05-02T03:19:27.112Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x208,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x25c
,-,2020-05-02T03:19:27.113Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x254,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x264
,-,2020-05-02T03:19:27.114Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x254,,0x0,,,-,,,C:\Windows\System32\smss.exe,0x2b0
,-,2020-05-02T03:19:27.114Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x25c,,0x0,,,-,,,C:\Windows\System32\wininit.exe,0x2e0
,-,2020-05-02T03:19:27.115Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x25c,,0x0,,,-,,,C:\Windows\System32\wininit.exe,0x2ec
,-,2020-05-02T03:19:27.116Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x0,0x4,0,0x3e7,-,-,SYSTEM,,,,
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:27.176Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e7,-,-,SYSTEM,,,,
,SYSTEM,2020-05-02T03:19:27.177Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e7,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
,SCRANTON$,2020-05-02T03:19:27.182Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,,C:\Windows\System32\services.exe,0x35c
C:\Windows\System32\wininit.exe,SCRANTON$,2020-05-02T03:19:27.219Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x25c,2,0x828e,-,-,UMFD-0,,,,
C:\Windows\System32\winlogon.exe,SCRANTON$,2020-05-02T03:19:27.221Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2b0,2,0x834a,-,-,UMFD-1,,,,
,SCRANTON$,2020-05-02T03:19:27.223Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x25c,,0x828e,,,UMFD-0,,"""fontdrvhost.exe""",C:\Windows\System32\wininit.exe,0x364
,SCRANTON$,2020-05-02T03:19:27.224Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2b0,,0x834a,,,UMFD-1,,"""fontdrvhost.exe""",C:\Windows\System32\winlogon.exe,0x36c
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:28.216Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e7,-,-,SYSTEM,,,,
,SYSTEM,2020-05-02T03:19:28.216Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e7,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
,SCRANTON$,2020-05-02T03:19:28.218Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k DcomLaunch -p,C:\Windows\System32\services.exe,0x3b0
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:28.224Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e4,-,-,NETWORK SERVICE,,,,
,NETWORK SERVICE,2020-05-02T03:19:28.225Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e4,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege",,,
,SCRANTON$,2020-05-02T03:19:28.229Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\system32\svchost.exe -k RPCSS -p,C:\Windows\System32\services.exe,0x3dc
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:28.236Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e7,-,-,SYSTEM,,,,
,SYSTEM,2020-05-02T03:19:28.237Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e7,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
,SCRANTON$,2020-05-02T03:19:28.240Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k DcomLaunch -p -s LSM,C:\Windows\System32\services.exe,0x8
,SCRANTON$,2020-05-02T03:19:28.246Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2b0,,0x0,,,-,,"""LogonUI.exe"" /flags:0x2 /state0:0xa3bd4055 /state1:0x41c64e6d",C:\Windows\System32\winlogon.exe,0x1d0
C:\Windows\System32\winlogon.exe,SCRANTON$,2020-05-02T03:19:28.255Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2b0,2,0xdd9b,-,-,DWM-1,,,,
C:\Windows\System32\winlogon.exe,SCRANTON$,2020-05-02T03:19:28.256Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2b0,2,0xddb8,-,-,DWM-1,,,,
,DWM-1,2020-05-02T03:19:28.257Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0xdd9b,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege",,,
,DWM-1,2020-05-02T03:19:28.257Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0xddb8,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege",,,
,SCRANTON$,2020-05-02T03:19:28.257Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2b0,,0xddb8,,,DWM-1,,"""dwm.exe""",C:\Windows\System32\winlogon.exe,0x330
C:\Windows\System32\audiodg.exe,LOCAL SERVICE,2020-05-02T03:19:28.260Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e5,0xa68,,,,,,,,,
,SCRANTON$,2020-05-02T03:19:28.269Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,C:\Windows\System32\services.exe,0x40c
,SCRANTON$,2020-05-02T03:19:28.271Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\System32\svchost.exe -k NetworkService -s TermService,C:\Windows\System32\services.exe,0x420
,LOCAL SERVICE,2020-05-02T03:19:28.276Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e5,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege",,,
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:28.278Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e5,-,-,LOCAL SERVICE,,,,
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:19:28.283Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e7,-,-,SYSTEM,,,,
,pbeesly,2020-05-02T03:08:06.164Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\pbeesly\AppData\Local\Temp\0piklvia\0piklvia.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x1f4c
,pbeesly,2020-05-02T03:08:06.171Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0x1f4c,,0x0,,,-,,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\pbeesly\AppData\Local\Temp\RESAB37.tmp"" ""c:\Users\pbeesly\AppData\Local\Temp\0piklvia\CSC8FB4597E15924B708420DCB4F6EA7BB.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,0x26c
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,pbeesly,2020-05-02T03:08:06.175Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x26c,,,,,,,,,
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,pbeesly,2020-05-02T03:08:06.176Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x1f4c,,,,,,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T02:55:30.545Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x23f4,,,,,,,,,
,NEWYORK$,2020-05-02T02:55:55.721Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x58f45b,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T02:55:56.721Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x58f45b,-,::1,NEWYORK$,,,,
,pbeesly,2020-05-02T02:55:57.748Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x1158,,0x0,,,-,,"""C:\ProgramData\victim\â€®cod.3aka3.scr"" /S",C:\Windows\explorer.exe,0x214c
,pbeesly,2020-05-02T02:56:05.819Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x214c,,0x0,,,-,,\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x54c --server 0x540,C:\ProgramData\victim\â€®cod.3aka3.scr,0x1424
,pbeesly,2020-05-02T02:56:05.825Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x214c,,0x0,,,-,,"""C:\windows\system32\cmd.exe""",C:\ProgramData\victim\â€®cod.3aka3.scr,0xad4
,pbeesly,2020-05-02T02:56:15.939Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0xad4,,0x0,,,-,,powershell,C:\Windows\System32\cmd.exe,0x1738
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,pbeesly,2020-05-02T02:56:27.468Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3731f3,0x1738,,,,,,,,,
C:\Windows\System32\cmd.exe,pbeesly,2020-05-02T02:56:28.475Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3731f3,0xad4,,,,,,,,,
C:\Windows\System32\conhost.exe,pbeesly,2020-05-02T02:56:28.475Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3731f3,0x1424,,,,,,,,,
,NEWYORK$,2020-05-02T02:56:48.673Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x590f95,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T02:56:48.674Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x590f95,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
,NEWYORK$,2020-05-02T02:56:48.674Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5910b7,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T02:56:48.674Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5910b7,-,::1,NEWYORK$,,,,
,NEWYORK$,2020-05-02T02:56:48.675Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x591102,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T02:56:48.675Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x591102,-,10.0.0.4,NEWYORK$,,,,
,NEWYORK$,2020-05-02T02:56:48.679Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x59117a,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T02:56:48.680Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x59117a,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
C:\Windows\System32\svchost.exe,NASHUA$,2020-05-02T03:20:47.247Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e7,0x16a0,,,,,,,,,
,SCRANTON$,2020-05-02T03:20:47.249Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"C:\windows\system32\cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.JsonADDomainExtension\1.3.2\enable.cmd""""",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x1760
,SCRANTON$,2020-05-02T03:20:47.249Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1760,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe,0x1774
,SCRANTON$,2020-05-02T03:20:47.250Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"""C:\Packages\Plugins\Microsoft.Azure.Security.IaaSAntimalware\1.5.5.9\AntimalwareConfig.exe"" -enable",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x177c
,SCRANTON$,2020-05-02T03:20:47.250Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x177c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Packages\Plugins\Microsoft.Azure.Security.IaaSAntimalware\1.5.5.9\AntimalwareConfig.exe,0x1798
,SCRANTON$,2020-05-02T03:20:47.250Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1760,,0x0,,,-,,"bin\JsonADDomainExtension.exe  ""enable""",C:\Windows\System32\cmd.exe,0x17c0
,SCRANTON$,2020-05-02T03:20:47.250Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"C:\windows\system32\cmd.exe /c """"C:\Packages\Plugins\Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentWindows\1.4.1421.1\NetworkWatcherAgent\enable.cmd""""",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x17d4
,SCRANTON$,2020-05-02T03:20:47.251Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x17d4,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe,0x1454
,SCRANTON$,2020-05-02T03:20:47.251Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x17d4,,0x0,,,-,,"""C:\Packages\Plugins\Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentWindows\1.4.1421.1\NetworkWatcherAgent\NetworkWatcherAgent.exe""  Test /service /autoStart",C:\Windows\System32\cmd.exe,0x1484
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02T03:20:47.252Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2e0,5,0x3e7,-,-,SYSTEM,,,,
,SYSTEM,2020-05-02T03:20:47.252Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4672,0x3e7,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
