ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId,is_remote_logon,was_elevated,anomaly_score,detection_source,NewProcessPath,NewProcessName,ParentProcessNameOnly,suspicious_office_spawn,suspicious_svchost,exit_time,duration_seconds,obfuscated_command,pair_key,pair_frequency
,pbeesly,2020-05-02 03:05:58.512000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xdd8,,,-1,proc_anomaly,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,powershell.exe,False,False,2020-05-02 03:07:56.859000+00:00,118.347,False,powershell.exe -> powershell.exe,6.0
,pbeesly,2020-05-02 03:05:58.512000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xdd8,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x196c,,,-1,proc_anomaly,\??\C:\windows\system32\conhost.exe,conhost.exe,powershell.exe,False,False,2020-05-02 03:07:56.859000+00:00,118.347,False,powershell.exe -> conhost.exe,7.0
,pbeesly,2020-05-02 03:06:09.919000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x1158,,0x0,,,-,,"""C:\windows\system32\notepad.exe"" ",C:\Windows\explorer.exe,0x1b54,,,-1,proc_anomaly,C:\windows\system32\notepad.exe,notepad.exe,explorer.exe,False,False,2020-05-02 03:18:25.038000+00:00,735.1189999999999,False,explorer.exe -> notepad.exe,1.0
,SCRANTON$,2020-05-02 03:06:14.119000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",C:\Windows\System32\svchost.exe,0x18f4,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:07:15.085000+00:00,60.966,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NEWYORK$,2020-05-02 03:06:14.184000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4688,0x3e7,0x2b8,,0x0,,,-,,C:\windows\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,C:\Windows\System32\services.exe,0x1214,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:07:15.089000+00:00,60.905,False,services.exe -> svchost.exe,99.0
,NASHUA$,2020-05-02 03:10:40.675000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,C:\Windows\System32\services.exe,0x16a0,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:47.247000+00:00,606.572,False,services.exe -> svchost.exe,99.0
,pbeesly,2020-05-02 03:11:20.078000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Program Files\SysinternalsSuite\PsExec64.exe"" -accepteula \\NASHUA -u dmevals\pbeesly -p Fl0nk3rt0n!T0by -i 2 C:\Windows\Temp\python.exe",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xa6c,,,-1,proc_anomaly,C:\Program Files\SysinternalsSuite\PsExec64.exe,psexec64.exe,powershell.exe,False,False,2020-05-02 03:19:26.010000+00:00,485.93199999999996,False,powershell.exe -> psexec64.exe,4.0
,SCRANTON$,2020-05-02 03:14:16.772000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",C:\Windows\System32\svchost.exe,0x1650,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:14:20.313000+00:00,3.5410000000000004,False,svchost.exe -> backgroundtaskhost.exe,18.0
,SCRANTON$,2020-05-02 03:14:16.780000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x17bc,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:15:00.478000+00:00,43.698,False,svchost.exe -> runtimebroker.exe,13.0
,pbeesly,2020-05-02 03:06:59.643000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0x1464,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x6c0,,,-1,proc_anomaly,\??\C:\windows\system32\conhost.exe,conhost.exe,powershell.exe,False,False,2020-05-02 03:07:50.836000+00:00,51.19300000000001,False,powershell.exe -> conhost.exe,7.0
,LOCAL SERVICE,2020-05-02 03:14:24.519000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e5,0xa0c,,0x0,,,-,,C:\windows\system32\AUDIODG.EXE 0x410 0x40c,C:\Windows\System32\svchost.exe,0xa68,,,-1,proc_anomaly,C:\windows\system32\AUDIODG.EXE,audiodg.exe,svchost.exe,False,False,2020-05-02 03:19:28.260000+00:00,303.7410000000001,False,svchost.exe -> audiodg.exe,2.0
,NASHUA$,2020-05-02 03:14:34.896000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x1a64,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:15:16.723000+00:00,41.82700000000001,False,svchost.exe -> runtimebroker.exe,13.0
,pbeesly,2020-05-02 03:14:44.387000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Program Files\SysinternalsSuite\PsExec64.exe"" -accepteula \\NASHUA -u dmevals\pbeesly -p Fl0nk3rt0n!T0by -i 2 C:\Windows\Temp\python.exe",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x22e0,,,-1,proc_anomaly,C:\Program Files\SysinternalsSuite\PsExec64.exe,psexec64.exe,powershell.exe,False,False,2020-05-02 03:18:22.014000+00:00,217.627,False,powershell.exe -> psexec64.exe,4.0
,NASHUA$,2020-05-02 03:15:05.593000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\PSEXESVC.exe,C:\Windows\System32\services.exe,0x658,,,-1,proc_anomaly,C:\windows\PSEXESVC.exe,psexesvc.exe,services.exe,False,False,2020-05-02 03:18:22.014000+00:00,196.421,False,services.exe -> psexesvc.exe,4.0
,pbeesly,2020-05-02 03:15:05.630000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x89177d,0xb88,,0x0,,,-,,"""C:\Windows\Temp\python.exe"" ",C:\Windows\Temp\python.exe,0x87c,,,-1,proc_anomaly,C:\Windows\Temp\python.exe,python.exe,python.exe,False,False,2020-05-02 03:17:59.849000+00:00,174.21900000000005,False,python.exe -> python.exe,1.0
,SCRANTON$,2020-05-02 03:16:53.500000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x19cc,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:18:08.941000+00:00,75.441,False,svchost.exe -> runtimebroker.exe,13.0
,NASHUA$,2020-05-02 03:17:12.931000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x1bdc,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:18:28.084000+00:00,75.153,False,svchost.exe -> runtimebroker.exe,13.0
,SCRANTON$,2020-05-02 03:19:31.433000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k LocalSystemNetworkRestricted -s WPDBusEnum,C:\Windows\System32\services.exe,0x73c,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:22:47.943000+00:00,196.51,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:19:32.481000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x498,,0x0,,,-,,taskhostw.exe ExploitGuardPolicy,C:\Windows\System32\svchost.exe,0x824,,,-1,proc_anomaly,taskhostw.exe,taskhostw.exe,svchost.exe,False,False,2020-05-02 03:20:01.059000+00:00,28.578000000000007,False,svchost.exe -> taskhostw.exe,13.0
,SCRANTON$,2020-05-02 03:19:34.253000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k NetSvcs -p -s NcaSvc,C:\Windows\System32\services.exe,0x820,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:34.267000+00:00,0.013999999999999999,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:00.672000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x3e4,,,SCRANTON$,,C:\windows\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,0x1098,,,-1,proc_anomaly,C:\windows\system32\wbem\wmiprvse.exe,wmiprvse.exe,svchost.exe,False,False,2020-05-02 03:22:49.997000+00:00,169.32500000000005,False,svchost.exe -> wmiprvse.exe,17.0
,SCRANTON$,2020-05-02 03:20:55.868000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,C:\Windows\System32\services.exe,0x19a4,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:23:02.319000+00:00,126.451,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:21:01.815000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x13069a,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:Microsoft.MicrosoftOfficeHub.AppX54h2e8jwdm50fj5ha8987vz1etpx7czd.mca",C:\Windows\System32\svchost.exe,0xe08,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:22:10.993000+00:00,69.178,False,svchost.exe -> backgroundtaskhost.exe,18.0
,SCRANTON$,2020-05-02 03:21:08.297000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x13069a,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",C:\Windows\System32\svchost.exe,0x1e34,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:22:09.719000+00:00,61.422,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NASHUA$,2020-05-02 03:21:55.982000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x3e4,,,NASHUA$,,C:\windows\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,0x22c8,,,-1,proc_anomaly,C:\windows\system32\wbem\wmiprvse.exe,wmiprvse.exe,svchost.exe,False,False,2020-05-02 03:24:04.126000+00:00,128.144,False,svchost.exe -> wmiprvse.exe,17.0
,UTICA$,2020-05-02 03:22:30.609000+00:00,wec.internal.cloudapp.net,UTICA.dmevals.local,4688,0x3e7,0x384,,0x3e4,,,UTICA$,,C:\windows\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,0x1258,,,-1,proc_anomaly,C:\windows\system32\wbem\wmiprvse.exe,wmiprvse.exe,svchost.exe,False,False,2020-05-02 03:24:09.175000+00:00,98.566,False,svchost.exe -> wmiprvse.exe,17.0
,SCRANTON$,2020-05-02 03:22:51.096000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x13069a,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",C:\Windows\System32\svchost.exe,0x1124,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:23:51.981000+00:00,60.88500000000001,False,svchost.exe -> backgroundtaskhost.exe,18.0
